Date,Country,Exchange rate
2017-03-07,Japan,113.99
2017-03-08,Japan,114.58
2017-03-09,Japan,114.71
2017-03-10,Japan,115.02
2017-03-13,Japan,114.61
2017-03-14,Japan,114.63
2017-03-15,Japan,114.66
2017-03-16,Japan,113.02
2017-03-17,Japan,112.67
2017-03-20,Japan,112.59
2017-03-21,Japan,111.90
2017-03-22,Japan,111.06
2017-03-23,Japan,111.12
2017-03-24,Japan,111.03
2017-03-27,Japan,110.48
2017-03-28,Japan,110.56
2017-03-29,Japan,111.05
2017-03-30,Japan,111.36
2017-03-31,Japan,111.41
2017-04-03,Japan,110.96
2017-04-04,Japan,110.74
2017-04-05,Japan,111.20
2017-04-06,Japan,111.02
2017-04-07,Japan,110.76
2017-04-10,Japan,110.95
2017-04-11,Japan,109.74
2017-04-12,Japan,109.54
2017-04-13,Japan,109.23
2017-04-14,Japan,108.63
2017-04-17,Japan,108.46
2017-04-18,Japan,108.40
2017-04-19,Japan,109.06
2017-04-20,Japan,109.34
2017-04-21,Japan,109.08
2017-04-24,Japan,109.74
2017-04-25,Japan,110.88
2017-04-26,Japan,111.52
2017-04-27,Japan,111.13
2017-04-28,Japan,111.44
2017-05-01,Japan,111.78
2017-05-02,Japan,112.06
2017-05-03,Japan,112.34
2017-05-04,Japan,112.70
2017-05-05,Japan,112.63
2017-05-08,Japan,112.84
2017-05-09,Japan,114.19
2017-05-10,Japan,114.02
2017-05-11,Japan,113.77
2017-05-12,Japan,113.30
2017-05-15,Japan,113.54
2017-05-16,Japan,113.24
2017-05-17,Japan,111.46
2017-05-18,Japan,110.82
2017-05-19,Japan,111.47
2017-05-22,Japan,111.15
2017-05-23,Japan,111.64
2017-05-24,Japan,112.02
2017-05-25,Japan,111.70
2017-05-26,Japan,111.30
2017-05-29,Japan,
2017-05-30,Japan,110.68
2017-05-31,Japan,110.71
2017-06-01,Japan,111.24
2017-06-02,Japan,110.49
2017-06-05,Japan,110.49
2017-06-06,Japan,109.34
2017-06-07,Japan,109.54
2017-06-08,Japan,110.10
2017-06-09,Japan,110.61
2017-06-12,Japan,109.72
2017-06-13,Japan,110.12
2017-06-14,Japan,109.16
2017-06-15,Japan,110.66
2017-06-16,Japan,110.84
2017-06-19,Japan,111.34
2017-06-20,Japan,111.46
2017-06-21,Japan,111.58
2017-06-22,Japan,111.36
2017-06-23,Japan,111.26
2017-06-26,Japan,111.48
2017-06-27,Japan,112.42
2017-06-28,Japan,112.18
2017-06-29,Japan,112.32
2017-06-30,Japan,112.40
2017-07-03,Japan,113.32
2017-07-04,Japan,
2017-07-05,Japan,113.20
2017-07-06,Japan,113.28
2017-07-07,Japan,114.10
2017-07-10,Japan,114.08
2017-07-11,Japan,114.20
2017-07-12,Japan,113.19
2017-07-13,Japan,113.39
2017-07-14,Japan,112.66
2017-07-17,Japan,112.76
2017-07-18,Japan,111.89
2017-07-19,Japan,111.77
2017-07-20,Japan,111.68
2017-07-21,Japan,111.18
2017-07-24,Japan,111.10
2017-07-25,Japan,111.57
2017-07-26,Japan,112.10
2017-07-27,Japan,111.62
2017-07-28,Japan,110.87
2017-07-31,Japan,110.38
2017-08-01,Japan,110.33
2017-08-02,Japan,110.43
2017-08-03,Japan,110.12
2017-08-04,Japan,110.76
2017-08-07,Japan,110.76
2017-08-08,Japan,110.74
2017-08-09,Japan,110.04
2017-08-10,Japan,109.37
2017-08-11,Japan,109.06
2017-08-14,Japan,109.48
2017-08-15,Japan,110.42
2017-08-16,Japan,110.80
2017-08-17,Japan,109.88
2017-08-18,Japan,109.32
2017-08-21,Japan,108.89
2017-08-22,Japan,109.40
2017-08-23,Japan,109.14
2017-08-24,Japan,109.34
2017-08-25,Japan,109.24
2017-08-28,Japan,109.22
2017-08-29,Japan,109.02
2017-08-30,Japan,110.20
2017-08-31,Japan,110.06
2017-09-01,Japan,110.09
2017-09-04,Japan,
2017-09-05,Japan,108.94
2017-09-06,Japan,108.75
2017-09-07,Japan,108.26
2017-09-08,Japan,107.72
2017-09-11,Japan,109.03
2017-09-12,Japan,110.01
2017-09-13,Japan,110.58
2017-09-14,Japan,110.66
2017-09-15,Japan,110.84
2017-09-18,Japan,111.48
2017-09-19,Japan,111.49
2017-09-20,Japan,111.50
2017-09-21,Japan,112.30
2017-09-22,Japan,112.01
2017-09-25,Japan,111.64
2017-09-26,Japan,112.16
2017-09-27,Japan,112.76
2017-09-28,Japan,112.66
2017-09-29,Japan,112.64
2017-10-02,Japan,112.60
2017-10-03,Japan,112.80
2017-10-04,Japan,112.84
2017-10-05,Japan,112.74
2017-10-06,Japan,112.68
2017-10-09,Japan,
2017-10-10,Japan,112.15
2017-10-11,Japan,112.35
2017-10-12,Japan,112.38
2017-10-13,Japan,111.94
2017-10-16,Japan,111.72
2017-10-17,Japan,112.32
2017-10-18,Japan,112.94
2017-10-19,Japan,112.54
2017-10-20,Japan,113.50
2017-10-23,Japan,113.66
2017-10-24,Japan,113.92
2017-10-25,Japan,113.70
2017-10-26,Japan,113.72
2017-10-27,Japan,113.82
2017-10-30,Japan,113.26
2017-10-31,Japan,113.63
2017-11-01,Japan,114.04
2017-11-02,Japan,113.84
2017-11-03,Japan,114.25
2017-11-06,Japan,113.90
2017-11-07,Japan,113.90
2017-11-08,Japan,113.62
2017-11-09,Japan,113.40
2017-11-10,Japan,
2017-11-13,Japan,113.62
2017-11-14,Japan,113.50
2017-11-15,Japan,113.15
2017-11-16,Japan,112.89
2017-11-17,Japan,111.98
2017-11-20,Japan,112.49
2017-11-21,Japan,112.46
2017-11-22,Japan,111.62
2017-11-23,Japan,
2017-11-24,Japan,111.54
2017-11-27,Japan,111.00
2017-11-28,Japan,111.13
2017-11-29,Japan,111.75
2017-11-30,Japan,112.30
2017-12-01,Japan,111.88
2017-12-04,Japan,112.80
2017-12-05,Japan,112.76
2017-12-06,Japan,112.32
2017-12-07,Japan,112.70
2017-12-08,Japan,113.55
2017-12-11,Japan,113.34
2017-12-12,Japan,113.62
2017-12-13,Japan,113.19
2017-12-14,Japan,112.56
2017-12-15,Japan,112.68
2017-12-18,Japan,112.40
2017-12-19,Japan,112.98
2017-12-20,Japan,113.29
2017-12-21,Japan,113.42
2017-12-22,Japan,113.30
2017-12-25,Japan,
2017-12-26,Japan,113.20
2017-12-27,Japan,113.28
2017-12-28,Japan,112.85
2017-12-29,Japan,112.69
2018-01-01,Japan,
2018-01-02,Japan,112.18
2018-01-03,Japan,112.28
2018-01-04,Japan,112.78
2018-01-05,Japan,113.18
2018-01-08,Japan,113.08
2018-01-09,Japan,112.57
2018-01-10,Japan,111.48
2018-01-11,Japan,111.35
2018-01-12,Japan,111.23
2018-01-15,Japan,
2018-01-16,Japan,110.74
2018-01-17,Japan,110.81
2018-01-18,Japan,110.88
2018-01-19,Japan,110.56
2018-01-22,Japan,111.15
2018-01-23,Japan,110.46
2018-01-24,Japan,109.15
2018-01-25,Japan,108.70
2018-01-26,Japan,108.38
2018-01-29,Japan,109.12
2018-01-30,Japan,108.90
2018-01-31,Japan,109.31
2018-02-01,Japan,109.50
2018-02-02,Japan,110.40
2018-02-05,Japan,110.09
2018-02-06,Japan,109.18
2018-02-07,Japan,109.53
2018-02-08,Japan,109.00
2018-02-09,Japan,108.44
2018-02-12,Japan,108.72
2018-02-13,Japan,107.59
2018-02-14,Japan,107.00
2018-02-15,Japan,106.36
2018-02-16,Japan,106.10
2018-02-19,Japan,
2018-02-20,Japan,107.23
2018-02-21,Japan,107.64
2018-02-22,Japan,106.96
2018-02-23,Japan,106.64
2018-02-26,Japan,106.96
2018-02-27,Japan,107.47
2018-02-28,Japan,106.62
2018-03-01,Japan,106.91
2018-03-02,Japan,105.65
2018-03-05,Japan,105.97
2018-03-06,Japan,106.03
2018-03-07,Japan,105.94
2018-03-08,Japan,106.08
2018-03-09,Japan,106.74
2018-03-12,Japan,106.52
2018-03-13,Japan,106.64
2018-03-14,Japan,106.17
2018-03-15,Japan,106.07
2018-03-16,Japan,106.10
2018-03-19,Japan,105.83
2018-03-20,Japan,106.42
2018-03-21,Japan,106.30
2018-03-22,Japan,105.34
2018-03-23,Japan,104.83
2018-03-26,Japan,105.00
2018-03-27,Japan,105.72
2018-03-28,Japan,106.30
2018-03-29,Japan,106.27
2018-03-30,Japan,106.20
2018-04-02,Japan,105.99
2018-04-03,Japan,106.45
2018-04-04,Japan,106.56
2018-04-05,Japan,107.48
2018-04-06,Japan,107.03
2018-04-09,Japan,107.06
2018-04-10,Japan,107.30
2018-04-11,Japan,106.78
2018-04-12,Japan,107.30
2018-04-13,Japan,107.52
2018-04-16,Japan,107.26
2018-04-17,Japan,107.09
2018-04-18,Japan,107.26
2018-04-19,Japan,107.42
2018-04-20,Japan,107.60
2018-04-23,Japan,108.62
2018-04-24,Japan,109.03
2018-04-25,Japan,109.33
2018-04-26,Japan,109.30
2018-04-27,Japan,109.12
2018-04-30,Japan,109.28
2018-05-01,Japan,109.69
2018-05-02,Japan,109.89
2018-05-03,Japan,109.06
2018-05-04,Japan,109.16
2018-05-07,Japan,109.14
2018-05-08,Japan,109.16
2018-05-09,Japan,109.68
2018-05-10,Japan,109.53
2018-05-11,Japan,109.26
2018-05-14,Japan,109.52
2018-05-15,Japan,110.25
2018-05-16,Japan,110.22
2018-05-17,Japan,110.76
2018-05-18,Japan,110.71
2018-05-21,Japan,111.08
2018-05-22,Japan,110.94
2018-05-23,Japan,110.05
2018-05-24,Japan,109.30
2018-05-25,Japan,109.35
2018-05-28,Japan,
2018-05-29,Japan,108.62
2018-05-30,Japan,109.04
2018-05-31,Japan,108.73
2018-06-01,Japan,109.49
2018-06-04,Japan,109.66
2018-06-05,Japan,109.63
2018-06-06,Japan,110.00
2018-06-07,Japan,109.92
2018-06-08,Japan,109.45
2018-06-11,Japan,109.94
2018-06-12,Japan,110.22
2018-06-13,Japan,110.41
2018-06-14,Japan,110.44
2018-06-15,Japan,110.58
2018-06-18,Japan,110.44
2018-06-19,Japan,110.02
2018-06-20,Japan,110.14
2018-06-21,Japan,110.05
2018-06-22,Japan,109.98
2018-06-25,Japan,109.62
2018-06-26,Japan,109.92
2018-06-27,Japan,110.34
2018-06-28,Japan,110.38
2018-06-29,Japan,110.71
2018-07-02,Japan,110.73
2018-07-03,Japan,110.54
2018-07-04,Japan,
2018-07-05,Japan,110.59
2018-07-06,Japan,110.48
2018-07-09,Japan,110.78
2018-07-10,Japan,111.24
2018-07-11,Japan,111.52
2018-07-12,Japan,112.41
2018-07-13,Japan,112.38
2018-07-16,Japan,112.29
2018-07-17,Japan,112.79
2018-07-18,Japan,112.82
2018-07-19,Japan,112.98
2018-07-20,Japan,111.74
2018-07-23,Japan,111.36
2018-07-24,Japan,111.27
2018-07-25,Japan,111.02
2018-07-26,Japan,111.20
2018-07-27,Japan,110.94
2018-07-30,Japan,110.98
2018-07-31,Japan,111.88
2018-08-01,Japan,111.72
2018-08-02,Japan,111.48
2018-08-03,Japan,111.12
2018-08-06,Japan,111.43
2018-08-07,Japan,111.19
2018-08-08,Japan,110.96
2018-08-09,Japan,110.90
2018-08-10,Japan,110.66
2018-08-13,Japan,110.65
2018-08-14,Japan,110.92
2018-08-15,Japan,110.62
2018-08-16,Japan,110.89
2018-08-17,Japan,110.54
2018-08-20,Japan,110.38
2018-08-21,Japan,110.48
2018-08-22,Japan,110.54
2018-08-23,Japan,111.14
2018-08-24,Japan,111.22
2018-08-27,Japan,111.09
2018-08-28,Japan,111.04
2018-08-29,Japan,111.80
2018-08-30,Japan,111.17
2018-08-31,Japan,110.98
2018-09-03,Japan,
2018-09-04,Japan,111.44
2018-09-05,Japan,111.47
2018-09-06,Japan,110.87
2018-09-07,Japan,111.18
2018-09-10,Japan,111.09
2018-09-11,Japan,111.54
2018-09-12,Japan,111.29
2018-09-13,Japan,111.92
2018-09-14,Japan,112.09
2018-09-17,Japan,111.97
2018-09-18,Japan,112.30
2018-09-19,Japan,112.21
2018-09-20,Japan,112.58
2018-09-21,Japan,112.62
2018-09-24,Japan,112.62
2018-09-25,Japan,112.88
2018-09-26,Japan,112.92
2018-09-27,Japan,113.38
2018-09-28,Japan,113.48
2018-10-01,Japan,113.96
2018-10-02,Japan,113.66
2018-10-03,Japan,114.19
2018-10-04,Japan,113.79
2018-10-05,Japan,113.56
2018-10-08,Japan,
2018-10-09,Japan,113.13
2018-10-10,Japan,112.71
2018-10-11,Japan,112.26
2018-10-12,Japan,112.02
2018-10-15,Japan,111.82
2018-10-16,Japan,112.16
2018-10-17,Japan,112.21
2018-10-18,Japan,112.11
2018-10-19,Japan,112.52
2018-10-22,Japan,112.78
2018-10-23,Japan,112.12
2018-10-24,Japan,112.58
2018-10-25,Japan,112.54
2018-10-26,Japan,111.65
2018-10-29,Japan,112.49
2018-10-30,Japan,112.76
2018-10-31,Japan,112.86
2018-11-01,Japan,112.79
2018-11-02,Japan,113.09
2018-11-05,Japan,113.22
2018-11-06,Japan,113.38
2018-11-07,Japan,113.32
2018-11-08,Japan,113.87
2018-11-09,Japan,113.77
2018-11-12,Japan,
2018-11-13,Japan,113.97
2018-11-14,Japan,113.70
2018-11-15,Japan,113.46
2018-11-16,Japan,112.76
2018-11-19,Japan,112.54
2018-11-20,Japan,112.66
2018-11-21,Japan,113.06
2018-11-22,Japan,
2018-11-23,Japan,112.83
2018-11-26,Japan,113.58
2018-11-27,Japan,113.84
2018-11-28,Japan,113.96
2018-11-29,Japan,113.42
2018-11-30,Japan,113.54
2018-12-03,Japan,113.54
2018-12-04,Japan,112.93
2018-12-05,Japan,
2018-12-06,Japan,112.46
2018-12-07,Japan,112.60
2018-12-10,Japan,112.96
2018-12-11,Japan,113.41
2018-12-12,Japan,113.28
2018-12-13,Japan,113.66
2018-12-14,Japan,113.35
2018-12-17,Japan,112.96
2018-12-18,Japan,112.54
2018-12-19,Japan,112.15
2018-12-20,Japan,111.34
2018-12-21,Japan,111.14
2018-12-24,Japan,
2018-12-25,Japan,
2018-12-26,Japan,110.45
2018-12-27,Japan,110.78
2018-12-28,Japan,110.34
2018-12-31,Japan,109.70
2019-01-01,Japan,
2019-01-02,Japan,109.22
2019-01-03,Japan,108.07
2019-01-04,Japan,108.29
2019-01-07,Japan,108.62
2019-01-08,Japan,108.57
2019-01-09,Japan,108.38
2019-01-10,Japan,108.29
2019-01-11,Japan,108.34
2019-01-14,Japan,
2019-01-15,Japan,108.72
2019-01-16,Japan,108.84
2019-01-17,Japan,109.01
2019-01-18,Japan,109.79
2019-01-21,Japan,
2019-01-22,Japan,109.34
2019-01-23,Japan,109.44
2019-01-24,Japan,109.72
2019-01-25,Japan,109.60
2019-01-28,Japan,109.20
2019-01-29,Japan,109.36
2019-01-30,Japan,109.57
2019-01-31,Japan,108.84
2019-02-01,Japan,109.55
2019-02-04,Japan,109.96
2019-02-05,Japan,109.99
2019-02-06,Japan,109.75
2019-02-07,Japan,109.70
2019-02-08,Japan,109.76
2019-02-11,Japan,110.40
2019-02-12,Japan,110.50
2019-02-13,Japan,110.86
2019-02-14,Japan,110.68
2019-02-15,Japan,110.54
2019-02-18,Japan,
2019-02-19,Japan,110.68
2019-02-20,Japan,
2019-02-21,Japan,110.72
2019-02-22,Japan,110.70
2019-02-25,Japan,111.07
2019-02-26,Japan,110.76
2019-02-27,Japan,110.92
2019-02-28,Japan,111.38
2019-03-01,Japan,111.89
2019-03-04,Japan,111.68
2019-03-05,Japan,111.98
2019-03-06,Japan,111.66
2019-03-07,Japan,111.60
2019-03-08,Japan,111.11
2019-03-11,Japan,111.21
2019-03-12,Japan,111.38
2019-03-13,Japan,111.23
2019-03-14,Japan,111.71
2019-03-15,Japan,111.57
2019-03-18,Japan,111.41
2019-03-19,Japan,111.38
2019-03-20,Japan,111.41
2019-03-21,Japan,110.86
2019-03-22,Japan,109.76
2019-03-25,Japan,110.09
2019-03-26,Japan,110.50
2019-03-27,Japan,110.38
2019-03-28,Japan,110.54
2019-03-29,Japan,110.68
2019-04-01,Japan,111.29
2019-04-02,Japan,111.32
2019-04-03,Japan,111.48
2019-04-04,Japan,111.55
2019-04-05,Japan,111.71
2019-04-08,Japan,111.47
2019-04-09,Japan,111.08
2019-04-10,Japan,110.92
2019-04-11,Japan,111.48
2019-04-12,Japan,112.00
2019-04-15,Japan,112.00
2019-04-16,Japan,111.95
2019-04-17,Japan,112.00
2019-04-18,Japan,111.94
2019-04-19,Japan,111.92
2019-04-22,Japan,111.94
2019-04-23,Japan,111.86
2019-04-24,Japan,111.81
2019-04-25,Japan,111.59
2019-04-26,Japan,111.60
2019-04-29,Japan,111.80
2019-04-30,Japan,111.40
2019-05-01,Japan,111.18
2019-05-02,Japan,111.39
2019-05-03,Japan,111.28
2019-05-06,Japan,110.86
2019-05-07,Japan,110.34
2019-05-08,Japan,110.12
2019-05-09,Japan,109.55
2019-05-10,Japan,109.56
2019-05-13,Japan,109.18
2019-05-14,Japan,109.68
2019-05-15,Japan,109.58
2019-05-16,Japan,109.89
2019-05-17,Japan,109.90
2019-05-20,Japan,109.96
2019-05-21,Japan,110.60
2019-05-22,Japan,110.28
2019-05-23,Japan,109.58
2019-05-24,Japan,109.38
2019-05-27,Japan,
2019-05-28,Japan,109.49
2019-05-29,Japan,109.24
2019-05-30,Japan,109.67
2019-05-31,Japan,108.66
2019-06-03,Japan,108.39
2019-06-04,Japan,108.30
2019-06-05,Japan,108.20
2019-06-06,Japan,108.08
2019-06-07,Japan,108.15
2019-06-10,Japan,108.56
2019-06-11,Japan,108.52
2019-06-12,Japan,108.42
2019-06-13,Japan,108.44
2019-06-14,Japan,108.44
2019-06-17,Japan,108.56
2019-06-18,Japan,108.39
2019-06-19,Japan,108.36
2019-06-20,Japan,107.52
2019-06-21,Japan,107.55
2019-06-24,Japan,107.36
2019-06-25,Japan,106.92
2019-06-26,Japan,107.64
2019-06-27,Japan,107.73
2019-06-28,Japan,107.84
2019-07-01,Japan,108.42
2019-07-02,Japan,107.98
2019-07-03,Japan,107.84
2019-07-04,Japan,
2019-07-05,Japan,108.55
2019-07-08,Japan,108.72
2019-07-09,Japan,108.78
2019-07-10,Japan,108.44
2019-07-11,Japan,108.29
2019-07-12,Japan,108.00
2019-07-15,Japan,107.89
2019-07-16,Japan,108.35
2019-07-17,Japan,108.10
2019-07-18,Japan,107.74
2019-07-19,Japan,107.78
2019-07-22,Japan,107.91
2019-07-23,Japan,108.06
2019-07-24,Japan,108.08
2019-07-25,Japan,108.58
2019-07-26,Japan,108.69
2019-07-29,Japan,108.86
2019-07-30,Japan,108.66
2019-07-31,Japan,108.58
2019-08-01,Japan,108.28
2019-08-02,Japan,106.64
2019-08-05,Japan,106.02
2019-08-06,Japan,106.45
2019-08-07,Japan,105.62
2019-08-08,Japan,106.04
2019-08-09,Japan,105.30
2019-08-12,Japan,105.38
2019-08-13,Japan,106.60
2019-08-14,Japan,105.79
2019-08-15,Japan,106.12
2019-08-16,Japan,106.34
2019-08-19,Japan,106.50
2019-08-20,Japan,106.35
2019-08-21,Japan,106.52
2019-08-22,Japan,106.44
2019-08-23,Japan,105.30
2019-08-26,Japan,106.00
2019-08-27,Japan,105.80
2019-08-28,Japan,105.86
2019-08-29,Japan,106.50
2019-08-30,Japan,106.30
2019-09-02,Japan,
2019-09-03,Japan,105.88
2019-09-04,Japan,106.28
2019-09-05,Japan,106.96
2019-09-06,Japan,106.80
2019-09-09,Japan,107.14
2019-09-10,Japan,107.34
2019-09-11,Japan,107.73
2019-09-12,Japan,107.97
2019-09-13,Japan,108.12
2019-09-16,Japan,107.94
2019-09-17,Japan,108.12
2019-09-18,Japan,108.17
2019-09-19,Japan,108.00
2019-09-20,Japan,107.95
2019-09-23,Japan,107.47
2019-09-24,Japan,107.32
2019-09-25,Japan,107.78
2019-09-26,Japan,107.67
2019-09-27,Japan,108.05
2019-09-30,Japan,108.11
2019-10-01,Japan,107.70
2019-10-02,Japan,107.21
2019-10-03,Japan,106.76
2019-10-04,Japan,106.91
2019-10-07,Japan,107.06
2019-10-08,Japan,107.06
2019-10-09,Japan,107.43
2019-10-10,Japan,107.91
2019-10-11,Japan,108.52
2019-10-14,Japan,
2019-10-15,Japan,108.83
2019-10-16,Japan,108.71
2019-10-17,Japan,108.51
2019-10-18,Japan,108.44
2019-10-21,Japan,108.57
2019-10-22,Japan,108.56
2019-10-23,Japan,108.64
2019-10-24,Japan,108.62
2019-10-25,Japan,108.75
2019-10-28,Japan,109.02
2019-10-29,Japan,108.83
2019-10-30,Japan,108.88
2019-10-31,Japan,108.09
2019-11-01,Japan,108.16
2019-11-04,Japan,108.56
2019-11-05,Japan,109.13
2019-11-06,Japan,108.86
2019-11-07,Japan,109.42
2019-11-08,Japan,109.14
2019-11-11,Japan,
2019-11-12,Japan,109.09
2019-11-13,Japan,108.83
2019-11-14,Japan,108.33
2019-11-15,Japan,108.80
2019-11-18,Japan,108.61
2019-11-19,Japan,108.59
2019-11-20,Japan,108.67
2019-11-21,Japan,108.53
2019-11-22,Japan,108.67
2019-11-25,Japan,108.95
2019-11-26,Japan,109.11
2019-11-27,Japan,109.38
2019-11-28,Japan,
2019-11-29,Japan,109.47
2019-12-02,Japan,109.09
2019-12-03,Japan,108.53
2019-12-04,Japan,108.87
2019-12-05,Japan,108.69
2019-12-06,Japan,108.66
2019-12-09,Japan,108.59
2019-12-10,Japan,108.73
2019-12-11,Japan,108.67
2019-12-12,Japan,109.16
2019-12-13,Japan,109.28
2019-12-16,Japan,109.64
2019-12-17,Japan,109.52
2019-12-18,Japan,109.58
2019-12-19,Japan,109.23
2019-12-20,Japan,109.45
2019-12-23,Japan,109.39
2019-12-24,Japan,109.38
2019-12-25,Japan,
2019-12-26,Japan,109.67
2019-12-27,Japan,109.47
2019-12-30,Japan,108.85
2019-12-31,Japan,108.67
2020-01-01,Japan,
2020-01-02,Japan,108.43
2020-01-03,Japan,107.94
2020-01-06,Japan,108.36
2020-01-07,Japan,108.53
2020-01-08,Japan,109.03
2020-01-09,Japan,109.47
2020-01-10,Japan,109.50
2020-01-13,Japan,109.93
2020-01-14,Japan,110.05
2020-01-15,Japan,109.94
2020-01-16,Japan,110.16
2020-01-17,Japan,110.16
2020-01-20,Japan,
2020-01-21,Japan,109.95
2020-01-22,Japan,109.93
2020-01-23,Japan,109.39
2020-01-24,Japan,109.31
2020-01-27,Japan,108.95
2020-01-28,Japan,109.17
2020-01-29,Japan,109.15
2020-01-30,Japan,108.75
2020-01-31,Japan,108.50
2020-02-03,Japan,108.59
2020-02-04,Japan,109.41
2020-02-05,Japan,109.74
2020-02-06,Japan,109.89
2020-02-07,Japan,109.81
2020-02-10,Japan,109.77
2020-02-11,Japan,109.78
2020-02-12,Japan,110.00
2020-02-13,Japan,109.81
2020-02-14,Japan,109.77
2020-02-17,Japan,
2020-02-18,Japan,109.80
2020-02-19,Japan,111.17
2020-02-20,Japan,111.86
2020-02-21,Japan,111.74
2020-02-24,Japan,110.56
2020-02-25,Japan,110.23
2020-02-26,Japan,110.36
2020-02-27,Japan,110.15
2020-02-28,Japan,108.12
2020-03-02,Japan,108.02
2020-03-03,Japan,107.28
2020-03-04,Japan,107.34
2020-03-05,Japan,106.56
2020-03-06,Japan,105.31
2020-03-09,Japan,102.52
2020-03-10,Japan,103.71
2020-03-11,Japan,104.81
2020-03-12,Japan,105.67
2020-03-13,Japan,107.15
2020-03-16,Japan,105.64
2020-03-17,Japan,107.41
2020-03-18,Japan,108.45
2020-03-19,Japan,110.08
2020-03-20,Japan,111.30
2020-03-23,Japan,111.36
2020-03-24,Japan,111.44
2020-03-25,Japan,111.43
2020-03-26,Japan,109.45
2020-03-27,Japan,108.16
2020-03-30,Japan,108.06
2020-03-31,Japan,107.53
2020-04-01,Japan,107.05
2020-04-02,Japan,107.85
2020-04-03,Japan,108.53
2020-04-06,Japan,109.11
2020-04-07,Japan,108.97
2020-04-08,Japan,108.70
2020-04-09,Japan,108.38
2020-04-10,Japan,108.39
2020-04-13,Japan,107.59
2020-04-14,Japan,107.08
2020-04-15,Japan,107.42
2020-04-16,Japan,107.72
2020-04-17,Japan,107.52
2020-04-20,Japan,107.69
2020-04-21,Japan,107.69
2020-04-22,Japan,107.81
2020-04-23,Japan,107.65
2020-04-24,Japan,107.44
2020-04-27,Japan,107.22
2020-04-28,Japan,106.83
2020-04-29,Japan,106.67
2020-04-30,Japan,106.94
2020-05-01,Japan,106.76
2020-05-04,Japan,106.82
2020-05-05,Japan,106.52
2020-05-06,Japan,106.07
2020-05-07,Japan,106.36
2020-05-08,Japan,106.50
2020-05-11,Japan,107.70
2020-05-12,Japan,107.33
2020-05-13,Japan,106.92
2020-05-14,Japan,107.09
2020-05-15,Japan,107.27
2020-05-18,Japan,107.25
2020-05-19,Japan,107.89
2020-05-20,Japan,107.46
2020-05-21,Japan,107.69
2020-05-22,Japan,107.50
2020-05-25,Japan,
2020-05-26,Japan,107.64
2020-05-27,Japan,107.79
2020-05-28,Japan,107.67
2020-05-29,Japan,107.77
2020-06-01,Japan,107.56
2020-06-02,Japan,108.60
2020-06-03,Japan,108.88
2020-06-04,Japan,109.00
2020-06-05,Japan,109.68
2020-06-08,Japan,108.46
2020-06-09,Japan,107.66
2020-06-10,Japan,107.25
2020-06-11,Japan,106.67
2020-06-12,Japan,107.36
2020-06-15,Japan,107.33
2020-06-16,Japan,107.35
2020-06-17,Japan,107.26
2020-06-18,Japan,106.78
2020-06-19,Japan,106.89
2020-06-22,Japan,106.84
2020-06-23,Japan,106.44
2020-06-24,Japan,106.83
2020-06-25,Japan,107.21
2020-06-26,Japan,107.19
2020-06-29,Japan,107.71
2020-06-30,Japan,107.77
2020-07-01,Japan,107.50
2020-07-02,Japan,107.55
2020-07-03,Japan,
2020-07-06,Japan,107.50
2020-07-07,Japan,107.53
2020-07-08,Japan,107.39
2020-07-09,Japan,107.27
2020-07-10,Japan,106.77
2020-07-13,Japan,107.22
2020-07-14,Japan,107.20
2020-07-15,Japan,106.92
2020-07-16,Japan,107.05
2020-07-17,Japan,107.06
2020-07-20,Japan,107.21
2020-07-21,Japan,106.82
2020-07-22,Japan,107.18
2020-07-23,Japan,106.83
2020-07-24,Japan,105.79
2020-07-27,Japan,105.29
2020-07-28,Japan,105.03
2020-07-29,Japan,105.06
2020-07-30,Japan,105.05
2020-07-31,Japan,105.78
2020-08-03,Japan,106.11
2020-08-04,Japan,105.87
2020-08-05,Japan,105.44
2020-08-06,Japan,105.52
2020-08-07,Japan,105.92
2020-08-10,Japan,105.85
2020-08-11,Japan,106.56
2020-08-12,Japan,106.85
2020-08-13,Japan,106.89
2020-08-14,Japan,106.49
2020-08-17,Japan,105.97
2020-08-18,Japan,105.41
2020-08-19,Japan,105.71
2020-08-20,Japan,105.81
2020-08-21,Japan,105.88
2020-08-24,Japan,105.90
2020-08-25,Japan,106.40
2020-08-26,Japan,106.13
2020-08-27,Japan,106.42
2020-08-28,Japan,105.30
2020-08-31,Japan,105.84
2020-09-01,Japan,106.00
2020-09-02,Japan,106.15
2020-09-03,Japan,106.14
2020-09-04,Japan,106.34
2020-09-07,Japan,
2020-09-08,Japan,105.97
2020-09-09,Japan,106.23
2020-09-10,Japan,106.19
2020-09-11,Japan,106.17
2020-09-14,Japan,105.68
2020-09-15,Japan,105.50
2020-09-16,Japan,104.94
2020-09-17,Japan,104.77
2020-09-18,Japan,104.44
2020-09-21,Japan,104.69
2020-09-22,Japan,105.05
2020-09-23,Japan,105.34
2020-09-24,Japan,105.42
2020-09-25,Japan,105.59
2020-09-28,Japan,105.50
2020-09-29,Japan,105.68
2020-09-30,Japan,105.58
2020-10-01,Japan,105.53
2020-10-02,Japan,105.36
2020-10-05,Japan,105.70
2020-10-06,Japan,105.64
2020-10-07,Japan,105.97
2020-10-08,Japan,105.98
2020-10-09,Japan,105.72
2020-10-12,Japan,
